state_code,age,Marriage_Status,Education_level,Primary_Occupation,total_members,SmartPhone,HaveBankACC,HUF,RationCard,GaribKalayanYojna,Annual_Routine_Expenditure,Amount_Invested,Yojana,total_income,finanicial_Status,financial_vulnerability
20,28,Married,Matric,Regular salaried/wage employee,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,No,493000.0,55000.0,7500,950000.0,449500.0,504500.0
20,25,Married,Illiterate,Agriculture labour,8,,Yes,No,BPL,Yes,107000.0,20000.0,0,180000.0,73000.0,93000.0
20,33,Unmarried,Middle,Others,10,,Yes,No,BPL,Yes,52000.0,1000.0,1500,108000.0,54500.0,55500.0
20,33,Married,Graduate,Regular salaried/wage employee,8,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,BPL,No,439000.0,53000.0,21000,992000.0,532000.0,585000.0
20,24,Unmarried,Up To Primary,Regular salaried/wage employee,8,,No,Yes,BPL,No,416000.0,54000.0,9000,956000.0,531000.0,585000.0
20,37,Married,Matric,Regular salaried/wage employee,5,Feature phone/Basic phone,Yes,Yes,BPL,No,442000.0,48000.0,1500,980000.0,536500.0,584500.0
20,55,Married,Matric,Self-employed – Agriculture,10,,Yes,No,BPL,Yes,77000.0,35000.0,8700,186000.0,100300.0,135300.0
20,32,Married,Up To Primary,Regular salaried/wage employee,9,,No,Yes,BPL,No,519000.0,88000.0,4500,1042000.0,518500.0,606500.0
20,19,Married,Higher secondary,Self-employed – Non-agriculture,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,85000.0,1000.0,0,108000.0,23000.0,24000.0
20,60,Widowed,Illiterate,Agriculture labour,8,,Yes,No,BPL,No,27000.0,0.0,1500,64000.0,35500.0,35500.0
20,45,Married,Up To Primary,Regular salaried/wage employee,8,,Yes,No,BPL,Yes,103000.0,3000.0,7500,266000.0,155500.0,158500.0
20,28,Married,Middle,Self-employed – Agriculture,4,Feature phone/Basic phone,Yes,No,BPL,No,19000.0,0.0,1500,48000.0,27500.0,27500.0
20,25,Married,Middle,Regular salaried/wage employee,10,Feature phone/Basic phone,Yes,Yes,BPL,No,456000.0,165000.0,7500,1576000.0,1112500.0,1277500.0
20,29,Married,Up To Primary,Self-employed – Non-agriculture,3,,Yes,Yes,BPL,No,389000.0,31000.0,7500,874000.0,477500.0,508500.0
20,38,Married,Matric,Regular salaried/wage employee,5,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,BPL,No,343000.0,49000.0,1500,744000.0,399500.0,448500.0
20,34,Married,Matric,Regular salaried/wage employee,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,No,436000.0,71000.0,3000,948000.0,509000.0,580000.0
20,35,Married,Up To Primary,Others,8,Feature phone/Basic phone,No,No,No card,No,56000.0,1000.0,6000,120000.0,58000.0,59000.0
20,25,Married,Up To Primary,Self-employed – Agriculture,12,,No,No,BPL,Yes,43000.0,0.0,7500,132000.0,81500.0,81500.0
20,35,Unmarried,Middle,Agriculture labour,5,,Yes,No,BPL,Yes,70000.0,2000.0,1200,148000.0,76800.0,78800.0
20,27,Married,Middle,Agriculture labour,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,37000.0,1000.0,0,60000.0,23000.0,24000.0
20,40,Married,Middle,Self-employed – Non-agriculture,3,,Yes,No,No card,No,324000.0,42000.0,1000,542000.0,217000.0,259000.0
20,41,Married,Illiterate,Self-employed – Non-agriculture,4,Feature phone/Basic phone,Yes,No,BPL,No,416000.0,41000.0,7500,710000.0,286500.0,327500.0
20,27,Unmarried,Middle,Regular salaried/wage employee,10,,Yes,Yes,BPL,No,415000.0,62000.0,7500,878000.0,455500.0,517500.0
20,67,Married,Up To Primary,Self-employed – Agriculture,4,,Yes,,BPL,No,358000.0,18000.0,0,482000.0,124000.0,142000.0
20,35,Married,Middle,Regular salaried/wage employee,9,Feature phone/Basic phone,Yes,Yes,No card,No,732000.0,407000.0,0,2064000.0,1332000.0,1739000.0
20,31,Unmarried,Up To Primary,Agriculture labour,9,,No,No,BPL,No,19000.0,0.0,1200,40000.0,19800.0,19800.0
20,20,Unmarried,Graduate,Self-employed – Agriculture,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,18000.0,1200.0,8400,48000.0,21600.0,22800.0
20,50,Married,Up To Primary,Agriculture labour,5,,Yes,No,BPL,No,88000.0,26100.0,0,140000.0,52000.0,78100.0
20,47,Married,Illiterate,Self-employed – Non-agriculture,8,,Yes,No,BPL,Yes,96000.0,1000.0,2700,128000.0,29300.0,30300.0
20,20,Unmarried,Higher secondary,Agriculture labour,8,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,94000.0,2400.0,1500,180000.0,84500.0,86900.0
20,28,Married,Up To Primary,Self-employed – Non-agriculture,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,87000.0,1200.0,1500,102000.0,13500.0,14700.0
20,59,Widowed,Up To Primary,Self-employed – Agriculture,3,,Yes,No,BPL,Yes,32000.0,8000.0,0,96000.0,64000.0,72000.0
20,49,Married,Middle,Self-employed – Agriculture,9,,No,No,BPL,Yes,83000.0,12008.0,7500,256000.0,165500.0,177508.0
20,25,Unmarried,Up To Primary,Agriculture labour,5,,Yes,No,BPL,Yes,59000.0,2500.0,0,102000.0,43000.0,45500.0
20,35,Married,Higher secondary,Self-employed – Agriculture,15,,Yes,No,BPL,Yes,56000.0,2300.0,1500,186000.0,128500.0,130800.0
20,25,Married,Middle,Self-employed – Non-agriculture,8,,Yes,No,BPL,Yes,149000.0,2100.0,1200,172000.0,21800.0,23900.0
20,30,Unmarried,Up To Primary,Self-employed – Agriculture,12,,Yes,No,BPL,Yes,36000.0,1000.0,1500,84000.0,46500.0,47500.0
20,46,Married,Higher secondary,Self-employed – Agriculture,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,73000.0,0.0,0,172000.0,99000.0,99000.0
20,28,Unmarried,Up To Primary,Self-employed – Agriculture,9,,Yes,No,BPL,Yes,38000.0,12008.0,0,128000.0,90000.0,102008.0
20,38,Married,Higher secondary,Self-employed – Agriculture,5,Feature phone/Basic phone,Yes,No,BPL,Yes,24000.0,0.0,7500,80000.0,48500.0,48500.0
20,25,Married,Up To Primary,Non-agriculture labour,4,Feature phone/Basic phone,Yes,No,BPL,Yes,87000.0,0.0,1500,200000.0,111500.0,111500.0
20,30,Married,Higher secondary,Self-employed – Agriculture,5,Feature phone/Basic phone,Yes,No,BPL,Yes,87000.0,8000.0,8700,218000.0,122300.0,130300.0
20,26,Married,Middle,Self-employed – Agriculture,9,,Yes,No,BPL,Yes,33000.0,0.0,1200,80000.0,45800.0,45800.0
20,18,Unmarried,Matric,Self-employed – Agriculture,9,,Yes,No,BPL,Yes,20000.0,0.0,1500,40000.0,18500.0,18500.0
20,18,Unmarried,Higher secondary,Agriculture labour,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,39000.0,1000.0,0,72000.0,33000.0,34000.0
20,35,Unmarried,Matric,Self-employed – Agriculture,3,,Yes,No,BPL,Yes,28000.0,23000.0,1500,80000.0,50500.0,73500.0
20,29,Unmarried,Middle,Regular salaried/wage employee,5,Feature phone/Basic phone,Yes,No,BPL,No,346000.0,45000.0,1500,520000.0,172500.0,217500.0
20,29,Unmarried,Up To Primary,Self-employed – Non-agriculture,8,,Yes,Yes,No card,No,482000.0,68000.0,6000,1290000.0,802000.0,870000.0
20,24,Married,Higher secondary,Self-employed – Agriculture,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,16000.0,1200.0,0,50000.0,34000.0,35200.0
20,40,Married,Up To Primary,Self-employed – Agriculture,5,,Yes,No,BPL,Yes,36000.0,33000.0,1500,88000.0,50500.0,83500.0
20,45,Married,Up To Primary,Self-employed – Agriculture,9,,Yes,No,No card,No,45000.0,0.0,0,132000.0,87000.0,87000.0
20,49,Married,Matric,Self-employed – Non-agriculture,10,Feature phone/Basic phone,No,Yes,No card,No,511000.0,49000.0,8200,1164000.0,644800.0,693800.0
20,60,Married,Illiterate,Self-employed – Non-agriculture,8,,No,No,BPL,Yes,136000.0,50000.0,0,218000.0,82000.0,132000.0
20,36,Married,Middle,Self-employed – Agriculture,4,,Yes,No,No card,No,20000.0,0.0,0,48000.0,28000.0,28000.0
20,28,Unmarried,Up To Primary,Self-employed – Non-agriculture,8,,Yes,Yes,BPL,No,294000.0,16000.0,1500,822000.0,526500.0,542500.0
20,24,Unmarried,Up To Primary,Regular salaried/wage employee,4,,No,Yes,BPL,No,519000.0,65000.0,0,904000.0,385000.0,450000.0
20,41,Married,Illiterate,Regular salaried/wage employee,4,Feature phone/Basic phone,Yes,Yes,No card,No,260000.0,78000.0,0,868000.0,608000.0,686000.0
20,65,Married,Illiterate,Self-employed – Agriculture,5,,Yes,Yes,BPL,No,269000.0,31000.0,10200,446000.0,166800.0,197800.0
20,65,Widowed,Illiterate,Self-employed – Non-agriculture,4,,Yes,Yes,BPL,No,317000.0,86000.0,6000,826000.0,503000.0,589000.0
20,23,Unmarried,Graduate,Self-employed – Agriculture,4,Smart phone (With data or phone that can do WhatsApp),No,No,BPL,Yes,54000.0,0.0,0,144000.0,90000.0,90000.0
20,53,Married,Matric,Self-employed – Agriculture,4,Feature phone/Basic phone,Yes,No,BPL,No,26000.0,24500.0,0,60000.0,34000.0,58500.0
20,48,Widowed,Up To Primary,Self-employed – Non-agriculture,4,,Yes,No,BPL,Yes,55000.0,1000.0,1500,74000.0,17500.0,18500.0
20,66,Married,Up To Primary,Self-employed – Agriculture,2,,Yes,No,BPL,Yes,64000.0,0.0,0,178000.0,114000.0,114000.0
20,35,Widowed,Higher secondary,Regular salaried/wage employee,4,Feature phone/Basic phone,Yes,Yes,BPL,No,222000.0,41000.0,7500,602000.0,372500.0,413500.0
20,30,Married,Up To Primary,Self-employed – Agriculture,4,Feature phone/Basic phone,Yes,Yes,BPL,No,415000.0,70000.0,2700,808000.0,390300.0,460300.0
20,34,Unmarried,Middle,Others,4,,Yes,No,BPL,Yes,170000.0,31000.0,0,414000.0,244000.0,275000.0
20,55,Married,Up To Primary,Regular salaried/wage employee,5,,Yes,Yes,BPL,No,208000.0,40000.0,8700,484000.0,267300.0,307300.0
20,38,Married,Illiterate,Regular salaried/wage employee,5,,No,Yes,BPL,No,220000.0,39200.0,7000,606000.0,379000.0,418200.0
20,59,Widowed,Illiterate,Self-employed – Agriculture,2,,Yes,No,BPL,Yes,59000.0,25000.0,0,148000.0,89000.0,114000.0
20,62,Married,Up To Primary,Agriculture labour,5,,Yes,No,BPL,Yes,78000.0,0.0,0,168000.0,90000.0,90000.0
20,20,Unmarried,Illiterate,Regular salaried/wage employee,5,,No,Yes,BPL,No,304000.0,39000.0,8700,718000.0,405300.0,444300.0
20,68,Married,Illiterate,Self-employed – Agriculture,3,,No,No,BPL,No,201000.0,25000.0,7500,342000.0,133500.0,158500.0
20,38,Married,Illiterate,Regular salaried/wage employee,2,Feature phone/Basic phone,Yes,No,BPL,No,156000.0,28020.0,0,426000.0,270000.0,298020.0
20,18,Unmarried,Matric,Regular salaried/wage employee,2,,Yes,Yes,No card,No,969000.0,724000.0,1500,3072000.0,2101500.0,2825500.0
20,56,Married,Illiterate,Regular salaried/wage employee,9,,Yes,No,BPL,Yes,99000.0,20200.0,0,242000.0,143000.0,163200.0
20,32,Married,Middle,Regular salaried/wage employee,3,,Yes,Yes,BPL,No,190000.0,46000.0,7500,458000.0,260500.0,306500.0
20,25,Unmarried,Up To Primary,Regular salaried/wage employee,9,,No,No,BPL,No,195000.0,30000.0,5500,418000.0,217500.0,247500.0
20,29,Married,Illiterate,Regular salaried/wage employee,3,,Yes,Yes,BPL,No,280000.0,58500.0,1500,582000.0,300500.0,359000.0
20,35,Married,Higher secondary,Self-employed – Agriculture,1,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,171000.0,40000.0,2500,236000.0,62500.0,102500.0
20,18,Unmarried,Higher secondary,Self-employed – Agriculture,8,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,43000.0,14600.0,0,96000.0,53000.0,67600.0
20,25,Married,Matric,Self-employed – Non-agriculture,5,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,BPL,No,227000.0,60000.0,3000,526000.0,296000.0,356000.0
20,35,Married,Matric,Self-employed – Agriculture,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,60000.0,1200.0,0,144000.0,84000.0,85200.0
20,30,Unmarried,Middle,Regular salaried/wage employee,3,,No,No,BPL,Yes,102000.0,7200.0,2700,186000.0,81300.0,88500.0
20,45,Married,Illiterate,Agriculture labour,8,Feature phone/Basic phone,No,No,BPL,Yes,24000.0,43500.0,0,48000.0,24000.0,67500.0
20,18,Unmarried,Higher secondary,Self-employed – Non-agriculture,4,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,No card,No,245000.0,57000.0,1500,302000.0,55500.0,112500.0
20,35,Married,Middle,Regular salaried/wage employee,5,Feature phone/Basic phone,Yes,No,No card,No,135000.0,42000.0,0,350000.0,215000.0,257000.0
20,24,Married,Matric,Others,2,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,No card,No,1162000.0,246200.0,7500,2214000.0,1044500.0,1290700.0
20,25,Married,Higher secondary,Self-employed – Agriculture,3,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,63000.0,33000.0,0,192000.0,129000.0,162000.0
20,25,Married,Middle,Regular salaried/wage employee,4,,Yes,No,BPL,No,210000.0,52000.0,1500,482000.0,270500.0,322500.0
20,26,Unmarried,Up To Primary,Regular salaried/wage employee,5,,Yes,No,BPL,Yes,151000.0,6000.0,6000,418000.0,261000.0,267000.0
20,35,Married,Higher secondary,Regular salaried/wage employee,5,Feature phone/Basic phone,Yes,Yes,BPL,No,152000.0,13000.0,4500,302000.0,145500.0,158500.0
20,42,Married,Illiterate,Others,3,,Yes,Yes,No card,No,1208000.0,224000.0,0,3334000.0,2126000.0,2350000.0
20,24,Unmarried,Graduate,Agriculture labour,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,34000.0,1200.0,1500,72000.0,36500.0,37700.0
20,42,Married,Middle,Regular salaried/wage employee,2,,Yes,,BPL,No,134000.0,33000.0,0,360000.0,226000.0,259000.0
20,28,Married,Middle,Regular salaried/wage employee,8,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,BPL,No,581000.0,60000.0,8700,852000.0,262300.0,322300.0
20,42,Married,Up To Primary,Self-employed – Agriculture,2,Feature phone/Basic phone,Yes,No,BPL,Yes,137000.0,20000.0,0,190000.0,53000.0,73000.0
20,28,Married,Middle,Others,4,Feature phone/Basic phone,Yes,Yes,APL,No,490000.0,43000.0,7500,1184000.0,686500.0,729500.0
20,28,Married,Middle,Regular salaried/wage employee,4,Feature phone/Basic phone,Yes,No,BPL,Yes,70000.0,5000.0,0,60000.0,-10000.0,-5000.0
20,65,Widowed,Illiterate,Agriculture labour,4,Feature phone/Basic phone,Yes,No,BPL,Yes,46000.0,0.0,0,92000.0,46000.0,46000.0
20,22,Married,Graduate,Others,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,No card,No,786000.0,125000.0,0,1298000.0,512000.0,637000.0
20,26,Married,Higher secondary,Others,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,No card,No,462000.0,129000.0,0,904000.0,442000.0,571000.0
20,45,Married,Up To Primary,Self-employed – Non-agriculture,9,,No,Yes,No card,No,426000.0,64000.0,6000,868000.0,436000.0,500000.0
20,35,Unmarried,Matric,Non-agriculture labour,8,,Yes,No,BPL,Yes,54000.0,0.0,0,108000.0,54000.0,54000.0
23,40,Married,Up To Primary,Self-employed – Non-agriculture,4,,Yes,No,APL,No,283000.0,8000.0,4000,624000.0,337000.0,345000.0
23,40,Married,Up To Primary,Agriculture labour,2,Feature phone/Basic phone,Yes,No,BPL,Yes,34000.0,0.0,7200,68000.0,26800.0,26800.0
23,35,Married,Up To Primary,Regular salaried/wage employee,4,,Yes,No,APL,No,205000.0,160000.0,4000,892000.0,683000.0,843000.0
23,34,Unmarried,Up To Primary,Self-employed – Agriculture,4,,No,No,No card,No,141000.0,20000.0,7500,378000.0,229500.0,249500.0
23,23,Married,Graduate,Others,6,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,No,664000.0,195000.0,7500,1934000.0,1262500.0,1457500.0
23,42,Married,Matric,Self-employed – Agriculture,5,Feature phone/Basic phone,Yes,No,No card,No,353000.0,130000.0,7500,788000.0,427500.0,557500.0
23,50,Married,Illiterate,Self-employed – Non-agriculture,4,,Yes,No,APL,No,249000.0,38200.0,0,536000.0,287000.0,325200.0
23,39,Married,Up To Primary,Agriculture labour,3,,Yes,No,BPL,Yes,62000.0,4000.0,1000,124000.0,61000.0,65000.0
23,28,Married,Up To Primary,Self-employed – Agriculture,4,Both,Yes,No,APL,Yes,326000.0,120000.0,6000,1040000.0,708000.0,828000.0
23,33,Widowed,Matric,Self-employed – Agriculture,2,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,No,212000.0,60000.0,7500,654000.0,434500.0,494500.0
23,24,Unmarried,Up To Primary,Regular salaried/wage employee,2,,Yes,No,BPL,Yes,205000.0,10000.0,1000,302000.0,96000.0,106000.0
23,37,Married,Post–graduate & Professional,Regular salaried/wage employee,4,Both,Yes,No,No card,No,102000.0,3000.0,2000,140000.0,36000.0,39000.0
23,38,Married,Matric,Regular salaried/wage employee,3,Feature phone/Basic phone,Yes,No,BPL,Yes,64000.0,16500.0,6000,142000.0,72000.0,88500.0
23,40,Married,Post–graduate & Professional,Regular salaried/wage employee,6,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,237000.0,5000.0,1500,388000.0,149500.0,154500.0
23,44,Married,Matric,Non-agriculture labour,5,Smart phone (With data or phone that can do WhatsApp),Yes,Yes,No card,No,78000.0,0.0,0,120000.0,42000.0,42000.0
23,40,Married,Up To Primary,Self-employed – Agriculture,4,,Yes,No,APL,No,43000.0,12000.0,0,120000.0,77000.0,89000.0
23,23,Unmarried,Up To Primary,Regular salaried/wage employee,4,,Yes,No,No card,No,195000.0,127000.0,0,446000.0,251000.0,378000.0
23,29,Married,Middle,Self-employed – Agriculture,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,160000.0,25000.0,6000,536000.0,370000.0,395000.0
23,25,Married,Middle,Agriculture labour,2,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,25000.0,10000.0,0,56000.0,31000.0,41000.0
23,34,Unmarried,Up To Primary,Agriculture labour,5,,Yes,No,BPL,Yes,232000.0,20000.0,1000,568000.0,335000.0,355000.0
23,18,Unmarried,Higher secondary,Self-employed – Agriculture,2,,Yes,No,BPL,Yes,266000.0,75500.0,1440,754000.0,486560.0,562060.0
23,25,Married,Higher secondary,Self-employed – Non-agriculture,3,Both,Yes,No,APL,No,382000.0,310000.0,0,892000.0,510000.0,820000.0
23,45,Married,Up To Primary,Self-employed – Agriculture,8,Feature phone/Basic phone,Yes,No,BPL,Yes,236000.0,18500.0,4000,332000.0,92000.0,110500.0
23,25,Married,Graduate,Non-agriculture labour,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,94000.0,59000.0,7500,148000.0,46500.0,105500.0
23,37,Unmarried,Matric,Self-employed – Agriculture,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,No,305000.0,22000.0,5500,388000.0,77500.0,99500.0
23,27,Unmarried,Up To Primary,Self-employed – Non-agriculture,4,,No,No,APL,No,362000.0,9000.0,0,742000.0,380000.0,389000.0
23,40,Married,Higher secondary,Regular salaried/wage employee,3,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,270000.0,40000.0,0,742000.0,472000.0,512000.0
23,30,Married,Up To Primary,Self-employed – Non-agriculture,3,,Yes,No,BPL,No,123000.0,6000.0,0,268000.0,145000.0,151000.0
23,21,Unmarried,Higher secondary,Regular salaried/wage employee,6,Smart phone (With data or phone that can do WhatsApp),Yes,No,No card,No,702000.0,292000.0,6000,1800000.0,1092000.0,1384000.0
23,35,Married,Matric,Self-employed – Agriculture,5,,No,No,APL,No,298000.0,271000.0,0,892000.0,594000.0,865000.0
23,30,Married,Middle,Self-employed – Agriculture,1,Feature phone/Basic phone,Yes,No,No card,No,517000.0,320500.0,0,1854000.0,1337000.0,1657500.0
23,39,Married,Matric,Self-employed – Agriculture,4,Feature phone/Basic phone,Yes,No,APL,No,171000.0,0.0,0,536000.0,365000.0,365000.0
23,33,Married,Middle,Self-employed – Agriculture,5,,Yes,No,APL,No,261000.0,90000.0,2000,742000.0,479000.0,569000.0
23,48,Married,Illiterate,Self-employed – Non-agriculture,3,Feature phone/Basic phone,Yes,No,No card,No,235000.0,20000.0,1500,356000.0,119500.0,139500.0
23,33,Married,Matric,Self-employed – Non-agriculture,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,297000.0,8000.0,0,712000.0,415000.0,423000.0
23,64,Married,Illiterate,Self-employed – Non-agriculture,3,,Yes,No,BPL,No,236000.0,60000.0,1500,476000.0,238500.0,298500.0
23,18,Unmarried,Higher secondary,Self-employed – Agriculture,2,Both,Yes,No,BPL,Yes,175000.0,10000.0,9000,280000.0,96000.0,106000.0
23,40,Married,Middle,Agriculture labour,3,Feature phone/Basic phone,Yes,No,BPL,Yes,67000.0,10000.0,1500,110000.0,41500.0,51500.0
23,45,Married,Middle,Non-agriculture labour,4,,No,Yes,No card,No,53000.0,0.0,0,90000.0,37000.0,37000.0
23,20,Unmarried,Higher secondary,Non-agriculture labour,3,,Yes,No,BPL,No,181000.0,27000.0,6000,360000.0,173000.0,200000.0
23,32,Unmarried,Up To Primary,Self-employed – Agriculture,2,,Yes,No,APL,Yes,143000.0,41000.0,0,446000.0,303000.0,344000.0
23,28,Married,Up To Primary,Regular salaried/wage employee,4,Feature phone/Basic phone,Yes,No,APL,No,275000.0,49000.0,0,712000.0,437000.0,486000.0
23,32,Married,Higher secondary,Self-employed – Agriculture,4,Both,Yes,No,APL,No,222000.0,50000.0,0,594000.0,372000.0,422000.0
23,25,Married,Higher secondary,Agriculture labour,5,Feature phone/Basic phone,Yes,Yes,BPL,Yes,288000.0,0.0,6000,536000.0,242000.0,242000.0
23,29,Unmarried,Up To Primary,Self-employed – Agriculture,5,,Yes,No,APL,No,337000.0,168000.0,7500,1130000.0,785500.0,953500.0
23,18,Unmarried,Higher secondary,Others,4,Feature phone/Basic phone,Yes,No,BPL,Yes,15000.0,1000.0,1000,36000.0,20000.0,21000.0
23,44,Married,Up To Primary,Non-agriculture labour,2,,Yes,Yes,No card,No,48000.0,0.0,0,90000.0,42000.0,42000.0
23,40,Married,Up To Primary,Self-employed – Non-agriculture,1,Feature phone/Basic phone,Yes,No,BPL,No,66000.0,6000.0,4000,90000.0,20000.0,26000.0
23,64,Married,Higher secondary,Self-employed – Agriculture,3,,Yes,No,No card,No,163000.0,0.0,7500,476000.0,305500.0,305500.0
23,34,Unmarried,Up To Primary,Self-employed – Agriculture,3,,No,Yes,APL,No,360000.0,50000.0,0,528000.0,168000.0,218000.0
23,63,Widowed,Illiterate,Self-employed – Agriculture,2,,Yes,No,BPL,Yes,195000.0,26000.0,13200,396000.0,187800.0,213800.0
23,39,Married,Illiterate,Regular salaried/wage employee,3,Feature phone/Basic phone,Yes,No,BPL,Yes,78000.0,4000.0,0,148000.0,70000.0,74000.0
23,28,Unmarried,Higher secondary,Agriculture labour,2,,Yes,No,APL,No,34000.0,0.0,0,60000.0,26000.0,26000.0
23,32,Unmarried,Higher secondary,Self-employed – Agriculture,4,,Yes,No,BPL,Yes,339000.0,53200.0,0,536000.0,197000.0,250200.0
23,29,Married,Up To Primary,Agriculture labour,6,,Yes,Yes,No card,No,282000.0,0.0,6000,594000.0,306000.0,306000.0
23,45,Married,Higher secondary,Self-employed – Agriculture,1,Feature phone/Basic phone,Yes,No,BPL,No,100000.0,10000.0,18000,314000.0,196000.0,206000.0
23,29,Married,Higher secondary,Self-employed – Non-agriculture,1,,Yes,No,BPL,No,113000.0,9000.0,0,238000.0,125000.0,134000.0
23,65,Married,Up To Primary,Self-employed – Non-agriculture,4,,Yes,No,No card,No,290000.0,62000.0,0,712000.0,422000.0,484000.0
23,65,Married,Middle,Others,1,,Yes,No,No card,No,130000.0,44000.0,0,224000.0,94000.0,138000.0
23,33,Married,Up To Primary,Self-employed – Agriculture,5,,Yes,No,No card,No,308000.0,10000.0,0,416000.0,108000.0,118000.0
23,58,Married,Illiterate,Self-employed – Agriculture,4,,Yes,No,No card,No,354000.0,180000.0,7500,952000.0,590500.0,770500.0
23,36,Married,Higher secondary,Non-agriculture labour,5,Feature phone/Basic phone,Yes,No,APL,Yes,50000.0,20000.0,0,108000.0,58000.0,78000.0
23,46,Married,Matric,Regular salaried/wage employee,3,Feature phone/Basic phone,No,No,BPL,Yes,204000.0,77000.0,1500,506000.0,300500.0,377500.0
23,20,Unmarried,Higher secondary,Self-employed – Agriculture,2,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,No,37000.0,0.0,4000,104000.0,63000.0,63000.0
23,31,Married,Higher secondary,Others,6,Both,Yes,No,BPL,Yes,281000.0,196000.0,5500,862000.0,575500.0,771500.0
23,31,Unmarried,Up To Primary,Self-employed – Agriculture,5,Both,Yes,Yes,BPL,Yes,198000.0,139008.0,7500,564000.0,358500.0,497508.0
23,45,Married,Matric,Regular salaried/wage employee,2,Feature phone/Basic phone,Yes,Yes,BPL,No,255000.0,119000.0,0,832000.0,577000.0,696000.0
23,32,Married,Middle,Self-employed – Non-agriculture,4,,Yes,No,BPL,No,213000.0,150000.0,1500,536000.0,321500.0,471500.0
23,31,Unmarried,Up To Primary,Self-employed – Agriculture,4,,Yes,No,APL,No,86000.0,118000.0,4000,208000.0,118000.0,236000.0
23,42,Married,Illiterate,Self-employed – Agriculture,3,,Yes,No,BPL,No,221000.0,60000.0,1500,712000.0,489500.0,549500.0
23,30,Married,Higher secondary,Regular salaried/wage employee,3,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,147000.0,60000.0,7200,356000.0,201800.0,261800.0
23,27,Married,Up To Primary,Self-employed – Non-agriculture,3,Smart phone (With data or phone that can do WhatsApp),Yes,No,APL,No,180000.0,103000.0,0,416000.0,236000.0,339000.0
23,35,Married,Up To Primary,Self-employed – Non-agriculture,3,Feature phone/Basic phone,Yes,No,No card,No,301000.0,60300.0,0,748000.0,447000.0,507300.0
23,38,Married,Higher secondary,Regular salaried/wage employee,5,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,522000.0,226000.0,11200,1282000.0,748800.0,974800.0
23,26,Married,Graduate,Self-employed – Agriculture,2,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,79000.0,72300.0,2000,198000.0,117000.0,189300.0
23,25,Married,Up To Primary,Regular salaried/wage employee,4,Smart phone (With data or phone that can do WhatsApp),Yes,No,BPL,Yes,259000.0,5000.0,12400,238000.0,-33400.0,-28400.0
23,40,Married,Up To Primary,Regular salaried/wage employee,6,,Yes,No,BPL,No,111000.0,2000.0,7440,172000.0,53560.0,55560.0
23,29,Married,Matric,Regular salaried/wage employee,3,Feature phone/Basic phone,Yes,No,No card,No,605000.0,891500.0,0,3388000.0,2783000.0,3674500.0
23,28,Unmarried,Middle,Regular salaried/wage employee,4,,Yes,No,No card,No,714000.0,657500.0,0,2912000.0,2198000.0,2855500.0
23,62,Married,Up To Primary,Others,3,,Yes,No,No card,No,38000.0,2000.0,5440,78000.0,34560.0,36560.0
23,68,Married,Illiterate,Self-employed – Agriculture,4,,No,No,BPL,No,493000.0,174000.0,4000,684000.0,187000.0,361000.0
